Year,Quarter,Month,Day,Date,Country/Region,Aircraft Manufacturer,Aircraft,Location,Operator,Aboard,Fatalities (air),Ground,Casualties
2009,Qtr 4,November,28,28/11/2009,China,McDonnell,McDonnell Douglas MD 11FZ,Shanghai China,Aviation Avient,7,3,0,3
1971,Qtr 2,May,25,25/05/1971,"Chile	Aerolineas",Curtiss,"Curtiss C 46	CC","Santiago Chile	Aerolineas",ALFA - Austral Flecha,4,4,0,4
1968,Qtr 2,April,8,08/04/1968,Chile,Douglas,Douglas DC 3CC,Near Coyhaique Chile,Ladeco,36,36,0,36
2019,Qtr 2,April,16,16/04/2019,Chile,Pilatus,Pilatus  Britten Norman BN,Puerto Montt Chile,Aereos Service Archipelagos,6,6,0,6
1965,Qtr 1,February,6,06/02/1965,Chile,Douglas,Douglas DC 6BCC,San Jose Volcano Chile,LAN,87,87,0,87
1971,Qtr 2,June,17,17/06/1971,Chile,Douglas,Douglas DC 6CP,Near Arica Chile,SAVCO,6,6,0,6
2000,Qtr 3,August,6,06/08/2000,Chile,CASA,Casa 212 AB10 Aviocar230,Puerto Montt Chile,Chile de Aérea Fuerza - Military,14,14,0,14
1972,Qtr 2,June,13,13/06/1972,Chile,Curtiss,Curtiss C 46DCC,Santiago Chile,Austral Flecha Aerolineas,3,3,0,3
1936,Qtr 1,March,14,14/03/1936,Chile,Fairchild,Fairchild FC 219,Ovalle Chile,Chile Lan,5,5,0,5
1961,Qtr 2,April,3,03/04/1961,Chile,Douglas,Douglas DC 3CC,Llico Chile,LAN,24,24,0,24
1972,Qtr 4,October,13,13/10/1972,Chile,Fairchild,Fairchild  Hiller FH,Near San Fernando Chile,TAMU - Force Air Uruguayan,45,29,0,29
2011,Qtr 3,September,2,02/09/2011,Chile,CASA,CASA C 212 Aviocar 300DF966,Juan Fernandez Island Chile,Force Air Chilean,21,21,0,21
1977,Qtr 3,July,24,24/07/1977,Chile,Douglas,Douglas DC 6BFAC,Near Puerto Montt Chile,Force Air Chilean - Military,82,38,0,38
1987,Qtr 3,August,4,04/08/1987,Chile,Boeing,Boeing B 737,Calama Chile,LAN,33,2,0,2
1991,Qtr 1,February,20,20/02/1991,Chile,British,British Aerospace BAe 146,Puerto Williams Chile,LAN,72,20,0,20
2009,Qtr 1,February,15,15/02/2009,Chile,Bell,Bell UH 1HCC,Chanco Chile,Service Flight,13,13,0,13
1982,Qtr 4,December,9,09/12/1982,Chile,Fairchild,Fairchild F 27JCC,La Serena Chile,Chile Aeronor,46,46,0,46
1953,Qtr 2,June,15,15/06/1953,Chile,Lockheed,Lockheed 18 LoadstarCC CLD,Near Reo Copiapo Chile,Chile Lan,7,7,0,7
1978,Qtr 4,October,6,06/10/1978,Chile,Douglas,Douglas R6D 1 (DC,Santiago de Chile Chile,Navy US - Military,18,18,0,18
1963,Qtr 2,June,16,16/06/1963,Chile,Douglas,Douglas C 47AFAC,Near Aysen Chile,Force Air Chilean - Military,20,19,0,19
1966,Qtr 3,July,11,11/07/1966,Chile,Curtiss,Curtiss C 46DHK,Cerro el Planchon Chile,Colombia Aeropesca,8,8,0,8
1959,Qtr 1,February,18,18/02/1959,Chile,Curtiss,Curtiss C 46AN68823,Belen Chile,Airways Cross Southern,5,5,0,5
1938,Qtr 2,June,19,19/06/1938,Chile,Douglas,Douglas DC 2NC14272,Mount  Mercedario Chile,Airways Grace American Pan,4,4,0,4
1954,Qtr 2,April,13,13/04/1954,Chile,Douglas,Douglas DC 3956,Batuco Chile,LAN,14,14,0,14
1972,Qtr 4,December,8,08/12/1972,Chicago,Boeing,Boeing B 737,Midway Airport Chicago,Illinois United Air Lines,61,43,2,45
1967,Qtr 2,June,4,04/06/1967,Cheshire,Canadair,Canadair C 4 ArgonautG,Stockport Cheshire,England British Midland Airways,84,72,0,72
2007,Qtr 2,April,27,27/04/2007,Chechnya,Mi,Mi 8,Shatoi Chechnya,Russian - Military,18,18,0,18
2002,Qtr 3,August,19,19/08/2002,Chechnya,Mil,Mil Mi 2689RED,Khankala Chechnya,Force Air Russian - Military,147,121,0,121
1965,Qtr 2,April,14,14/04/1965,Channel,Douglas,Douglas C 47BG,Jersey Channel,UKBritish United Airways          Islands,27,26,0,26
1999,Qtr 1,January,12,12/01/1999,Channel,Fokker,Fokker F 27 Friendship 600G,Guernsey Channel,England          Islands Channel Express,2,2,0,2
2006,Qtr 2,June,11,11/06/2006,Chad,Lockheed,Lockheed C 130 HerculesTT,Abéché Chad,Force Air Chadian - Military,7,5,0,5
1952,Qtr 4,November,6,06/11/1952,Chad,Douglas,Douglas C 54B,Lake Chad Chad,Transport de Aeromaritime Union,6,5,0,5
2002,Qtr 3,July,4,04/07/2002,Central,Boeing,Boeing B 707,Bangui Central,Charter (Cargo) Airlines RepublicPrestige African,27,27,0,27
1986,Qtr 1,March,27,27/03/1986,Central,Sepecat,Sepecat Jaguar A,Bangui Central,Force Air French - RepublicMilitary African,0,0,35,35
1959,Qtr 1,March,29,29/03/1959,Central,Nord,Nord 2501 NoratlasF BGZB,Near Bangui Central,Transport de Aeromaritime RepublicUnion African,9,9,0,9
2008,Qtr 2,May,24,24/05/2008,Catalina,Eurocopter,Eurocopter AS350D AstarN67GE,Two Harbors Catalina,California          Island Island Express Helicopter Service,6,4,0,4
1947,Qtr 3,July,15,15/07/1947,Cargo,Junkers,Junkers Ju 52/3mF,Vichy  Cargo,N/A,19,1,0,1
1950,Qtr 1,March,12,12/03/1950,Cardiff,Avro,Avro 689 Tudor 5G AKBY,Llandow Airport Cardiff,Wales Fairflight Ltd.,83,80,0,80
1998,Qtr 3,September,28,28/09/1998,Cape,de Havilland,de Havilland Canada DHC 6 Twin Otter 300D4,Praia Cape,Airlines Verde VerdeCabo,22,1,0,1
1999,Qtr 3,August,7,07/08/1999,Cape,Dornier,Dornier 228 201D4,Santo Antao Cape,Airlines Verde IslandsTACV-Cabo Verde,18,18,0,18
1965,Qtr 2,May,5,05/05/1965,Canary,Lockheed,Lockheed 1049G 55 Super ConstellationEC,Tenerife Canary,SpainCanary Islands          Islands Iberia Airlines,49,30,0,30
1980,Qtr 2,April,25,25/04/1980,Canary,Boeing,Boeing B 727,Tenerife Canary,Services Air IslandsDan,146,146,0,146
1977,Qtr 1,March,27,27/03/1977,Canary,Boeing,Boeing B 747,Tenerife Canary,KLM / Airways World American IslandsPan,644,583,0,583
1966,Qtr 3,September,16,16/09/1966,Canary,Douglas,Douglas DC 3EC,Off Tenerife Canary,Spain          Islands Iberia Airlines,27,1,0,1
1972,Qtr 3,July,6,06/07/1972,Canary,McDonnell,McDonnell Douglas DC 8,Off Las Palmas Canary,Spain          Islands Aviaco,10,10,0,10
1965,Qtr 4,December,7,07/12/1965,Canary,Douglas,Douglas DC 3EC,Tenerife Canary,IslandsSpantax,32,32,0,32
1977,Qtr 4,December,11,11/12/1977,Canary,Lockheed,Lockheed P 3B Orion153428,Hierro Canary,Navy U.S. - IslandsMilitary,13,13,0,13
1993,Qtr 4,November,10,10/11/1993,Canada,Hawker,Hawker Siddeley HS 748,Sandy Lake Canada,Manitoba Air,7,7,0,7
2010,Qtr 2,June,23,23/06/2010,Canada,Beechcraft,Beechcraft A100 King AirC FGIN,Quebec Canada,Aéropro,7,7,0,7
1991,Qtr 2,April,4,04/04/1991,Canada,Douglas,Douglas C 47B,Lake Thutade Canada,Services Air Mountain Central,7,6,0,6
1997,Qtr 4,December,9,09/12/1997,Canada,Embraer,Embraer 110P1 BandeiranteC GVRO,Little Grand Rapids Canada,Air Sowind,17,4,0,4
1978,Qtr 2,June,26,26/06/1978,Canada,McDonnell,McDonnell Douglas DC 9,Toronto Canada,Canada Air,107,2,0,2
1974,Qtr 2,May,31,31/05/1974,Canada,Bristol,Bristol 170 Freighter 31ECF QWJ,Rankin Inlet Canada,Lambair,2,2,0,2
1998,Qtr 2,June,18,18/06/1998,Canada,Swearingen,Swearingen SA 226TC Metroliner IIC,Montreal Canada,Propair,11,11,0,11
1990,Qtr 3,September,11,11/09/1990,Canada,Boeing,Boeing B 727,Off Newfoundland Canada,Faucett,18,18,0,18
1968,Qtr 1,February,7,07/02/1968,Canada,Boeing,Boeing B 707,Vancouver Canada,Lines Air Pacific Canadian,61,1,1,2
2003,Qtr 3,September,11,11/09/2003,Canada,Cessna,Cessna 208B Grand CaravanC FKAB,Near Summer Beaver Canada,Airways Wasaya,8,8,0,8
1944,Qtr 2,April,25,25/04/1944,Canada,Consolidated,Consolidated Liberator,Montreal Canada,Force Air Royal - Military,16,16,0,16
1970,Qtr 3,July,5,05/07/1970,Canada,McDonnell,McDonnell Douglas DC 8,Toronto Canada,Canada Air,109,109,0,109
1998,Qtr 4,December,7,07/12/1998,Canada,Britten,Britten  Norman TrislanderC,Baie-Comeau Canada,Satellite Air,10,7,0,7
1996,Qtr 3,August,12,12/08/1996,Canada,de Havilland,de Havilland Canada DHC 6 Twin Otter 300C,Markham Bay Canada,Air First,2,2,0,2
1969,Qtr 3,September,17,17/09/1969,Canada,Convair,Convair CV 640CF,Campbell River Canada,Airlines Western Pacific,15,4,0,4
1977,Qtr 1,February,28,28/02/1977,Canada,Douglas,Douglas DC 3C,Near Saglouc Canada,Survair,10,4,0,4
1994,Qtr 3,September,17,17/09/1994,Canada,de Havilland,de Havilland Canada DHC 6 Twin Otter 100C,Fish Egg Inlet Canada,Airlines Coastal Pacific,4,3,0,3
1983,Qtr 4,November,23,23/11/1983,Canada,de Havilland,de Havilland Canada DHC 6 Twin Otter 300C,Landsdowne House Canada,Airways Austin,7,4,0,4
1953,Qtr 1,February,2,02/02/1953,Canada,Avro,Avro 685 York 1G AHFA,Off Newfoundland Canada,(Skyways) Corporation Aircraft Lancashire,39,39,0,39
1984,Qtr 4,October,9,09/10/1984,Canada,de Havilland,de Havilland Canada DHC 6 Twin Otter 100C,Fort Franklin Canada,Services Air Nahanni,7,7,0,7
1956,Qtr 1,February,13,13/02/1956,Canada,Bristol,Bristol 170 Freighter 31CF FZU,Frobisher Bay Canada,Airways Central Maritime,2,2,0,2
2001,Qtr 4,October,11,11/10/2001,Canada,Swearingen,Swearingen SA.226TC Metro IC GYPA,Shamattawa Canada,Airlines Perimeter,3,2,0,2
1979,Qtr 3,September,18,18/09/1979,Canada,Britten,Britten Norman BN 7A lslanderC,Blink Horn Point Canada,Airlines Coastal Pacific,9,4,0,4
1931,Qtr 4,October,6,06/10/1931,Canada,Heinkel,Heinkel HE 2D,Novia Scotia Canada,Lufthansa Deutsche,3,3,0,3
1963,Qtr 4,November,29,29/11/1963,Canada,McDonnell,McDonnell Douglas DC 8F,Ste. Therese de Blainville Canada,Lines Air Canada Trans,118,118,0,118
2000,Qtr 1,March,17,17/03/2000,Canada,Douglas,Douglas C 47A,Ennadai Lake Canada,Services Air North Points,2,2,0,2
2005,Qtr 3,August,2,02/08/2005,Canada,Airbus,Airbus A 340F,Toronto Canada,France Air,309,0,0,0
1996,Qtr 4,November,22,22/11/1996,CAMilitary,Lockheed,Lockheed HC 130P Hercules64,Off Cape Mendocino CAMilitary,Force Air U.S. -,11,10,0,10
1963,Qtr 2,May,3,03/05/1963,Cameroon,Douglas,Douglas DC 6BF,Near Buca Cameroon,Afrique Air,55,55,0,55
2010,Qtr 2,June,19,19/06/2010,Cameroon,CASA,CASA 212 AviocarTN AFA,Yangadou Cameroon,Service Aero,11,11,0,11
1955,Qtr 3,September,10,10/09/1955,Cameroon,Latecoere,Latecoere 631 (flying boat)F BDRE,Near Banyo Cameroon,Hydro France Societe,16,16,0,16
1984,Qtr 3,August,30,30/08/1984,Cameroon,Boeing,Boeing B 737,Douala Cameroon,Airlines Cameroon,116,2,0,2
2006,Qtr 2,April,23,23/04/2006,Cameroon,Antonov,Antonov 74TK 200UR,Kousséri Cameroon,Force Air Arab Lybian - Military,6,6,0,6
1955,Qtr 2,April,18,18/04/1955,Cameroon,de Havilland,de Havilland DH 114 Heron 1BF,Kupe Mountains Cameroons,Aeriens Transportes des Union,14,12,0,12
1952,Qtr 1,February,19,19/02/1952,Cameroon,Consolidated,Consolidated  32 Liberator IIF BEFX,Near Yaounde Cameroon,STAAP,9,9,0,9
1962,Qtr 1,March,4,04/03/1962,Cameroon,Douglas,Douglas DC 7CG,Douala Cameroon,Airways Caledonian,111,111,0,111
1981,Qtr 4,October,31,31/10/1981,Cameroon,de Havilland,de Havilland Canada DHC 6 Twin Otter 300TJ,Bafoussam Cameroon,Airlines Cameroon,24,1,0,1
2007,Qtr 2,May,5,05/05/2007,Cameroon,Boeing,Boeing B 737,Near Dizangue Cameroon,Airways Kenya,114,114,0,114
1961,Qtr 2,June,13,13/06/1961,Cameroon,Douglas,Douglas DC 4TJ,Douala Cameroon,Cameroon Air,5,5,0,5
1955,Qtr 2,June,3,03/06/1955,Cameroon,Douglas,Douglas C 54AF,Fort Lamy Cameroon,Transport de Aéromaritime Union,3,3,0,3
1995,Qtr 4,December,3,03/12/1995,Cameroon,Boeing,Boeing B 737,Near Douala Cameroon,Airlines Cameroon,78,72,0,72
2007,Qtr 2,June,25,25/06/2007,Cambodia,Antonov,Antonov AN 24VXU,Near Sihanoukville Cambodia,Air PMT,22,22,0,22
1997,Qtr 3,September,3,03/09/1997,Cambodia,Tupolev,Tupolev TU 134VN,Phnom Penh Cambodia,Airlines Vietnam,66,65,0,65
1972,Qtr 4,October,2,02/10/1972,Cambodia,Douglas,Douglas DC 3XW,Kampot Cambodia,Air Cambodia,9,9,0,9
1973,Qtr 2,May,19,19/05/1973,Cambodia,Douglas,Douglas C 47AXW,Svay Rieng Cambodia,Air Cambodia,11,11,0,11
1946,Qtr 1,March,3,03/03/1946,California,Douglas,Douglas DC 3,Live Oak Springs California,Airlines American,27,27,0,27
1956,Qtr 1,February,17,17/02/1956,California,Douglas,Douglas R5D239116,Near Niles California,Corps Marine U.S. - Military,40,40,0,40
1991,Qtr 4,November,20,20/11/1991,California,Bell,Bell 206BN5011K,Davis California,Inc. Helicopters Airis - Taxi Air,3,3,0,3
1968,Qtr 3,August,14,14/08/1968,California,Sirkorsky,Sikorsky S 61L helicopterN300Y,Compton California,Airways Angeles Los,21,21,0,21
1946,Qtr 1,March,19,19/03/1946,California,Douglas,Douglas C 47B45,Hobart Mills California,Forces Air Army U.S. - Military,26,26,0,26
1953,Qtr 3,August,18,18/08/1953,California,Curtiss,Curtiss C 46AXA,Near San Diego California,Contreras Aerovias,2,2,0,2
1932,Qtr 1,February,2,02/02/1932,California,Boeing,Boeing 40 NC291,Rio Vista California,Transport Air Boeing,2,1,0,1
1968,Qtr 2,May,22,22/05/1968,California,Sirkorsky,Sikorsky S 61L helicopterN303Y,Paramount California,Airways Angeles Los,23,23,0,23
1987,Qtr 4,December,7,07/12/1987,California,British,British Aerospace BAe 146,San Luis Obispo California,Airlines Southwest Pacific,43,43,0,43
2000,Qtr 1,March,5,05/03/2000,California,Boeing,Boeing B 737,Burbank Calilfornia,Airlines Southwest,142,0,0,0
1965,Qtr 4,November,14,14/11/1965,California,Learjet,Learjet 23N243F,Near Palm Springs California,Inc. Service Flying Kelly Paul,8,8,0,8
1986,Qtr 3,August,31,31/08/1986,California,MD,MD Douglas DC 9,Cerritos California,Private / Aeromexico,67,67,15,82
1979,Qtr 1,March,10,10/03/1979,California,Aerospatiale,Aerospatiale Nord 262A 33N418SA,Off Marina del Rey California,Inc. Lines Aire Swift,7,3,0,3
1957,Qtr 1,January,31,31/01/1957,California,Douglas,Douglas DC 7B / U.S. Air Force F,Near Sunland California,Aircraft Douglas,6,5,3,8
2000,Qtr 1,February,16,16/02/2000,California,McDonnell,McDonnell Douglas DC 8,Sacramento California,Worldwide Emery,3,3,0,3
1965,Qtr 2,June,28,28/06/1965,California,Boeing,Boeing B 707,San Francisco California,Airways World American Pan,153,0,0,0
1965,Qtr 2,June,25,25/06/1965,California,Boeing,Boeing C 135A60,Near Santa Ana California,Force Air U.S. - Military,85,85,0,85
1979,Qtr 3,September,19,19/09/1979,California,Boeing,Boeing KC 135A58,Merced California,Force Air U.S. - Military,5,5,0,5
1929,Qtr 3,September,17,17/09/1929,California,Fairchild,Fairchild 71,Jacumba California,Airways Pickwick,2,1,0,1
1979,Qtr 2,April,14,14/04/1979,California,Grumman,Grumman G 21 GooseN11CS,Off Avalon California,Airlines Catalina,11,1,0,1
1933,Qtr 1,March,25,25/03/1933,California,Lockheed,Lockheed Orion 9NC12226,Hayward California,Airlines Varney,3,3,11,14
1991,Qtr 1,March,21,21/03/1991,California,Lockheed,Lockheed P 3C / Lockheed P,Off San Diego California,Navy U.S.  - Military / Navy U.S. - Military,27,27,0,27
1946,Qtr 4,November,13,13/11/1946,California,Douglas,Douglas C 53D,Lebec California,Airlines Western,11,11,0,11
1953,Qtr 4,October,29,29/10/1953,California,Douglas,Douglas DC 6VH,Near Half Moon Bay California,Airlines Pacific Commonwealth British,19,19,0,19
1932,Qtr 1,January,29,29/01/1932,California,Stinson,Stinson SM 6000BNC10813,Lebec California,Lines Pacific Century,8,8,0,8
1978,Qtr 3,September,25,25/09/1978,California,Boeing,Boeing B 727,San Diego California,Private / Airlines Southwest Pacific,137,137,7,144
1975,Qtr 1,January,9,09/01/1975,California,de Havilland,de Hav Can. DHC 6 Tw Otter 100/ CessnaN6383,Whittier California,Private / Airlines West Golden,14,14,0,14
1952,Qtr 2,April,18,18/04/1952,California,Curtiss,Curtiss C 46F,Near Whittier California,Airlines) (Robin Airlines Continental North,29,29,0,29
1987,Qtr 1,March,21,21/03/1987,California,F,F  4C Phantom jet fighter64,Mount San Gorgonio California,Guard National Air California,2,2,0,2
2000,Qtr 1,January,31,31/01/2000,California,McDonnell,McDonnell Douglas MD 83N963AS,Off Point Mugu California,Airlines Alaska,88,88,0,88
1929,Qtr 3,September,2,02/09/1929,California,Lockheed,Lockheed VegaNR859E,Needles California,Aviators Associated,2,1,0,1
1991,Qtr 4,October,25,25/10/1991,California,Bell,Bell 206B helicopterN3456M,Vallejo California,Private - Inc. Mobility Corporate,3,3,0,3
1949,Qtr 4,December,7,07/12/1949,California,Douglas,Douglas DC 3NC60256,Vallejo California,Airlines Arrow,9,9,0,9
1995,Qtr 1,January,14,14/01/1995,California,Bell,Bell 206BN2209P,Los Angeles California,Ltd. Aviation Air Wolfe - Taxi Air,4,2,0,2
1971,Qtr 2,June,6,06/06/1971,California,McDonnell,McDonnell Douglas DC 9,Near Duarte California,Corps Air Marine US - Military /  Airwest Hughes,51,50,0,50
1929,Qtr 2,April,21,21/04/1929,California,Ford,Ford 5 AT,San Diego California,Force Air U.S.Army - Military / Airlines Maddux,6,6,0,6
1994,Qtr 4,November,16,16/11/1994,California,Beechcraft,Beechcraft C99N63995,Avenal California,Ameriflight,1,1,0,1
1932,Qtr 2,May,16,16/05/1932,California,Boeing,Boeing 40NC5589,Burbank California,Transport Air Pacific,3,3,0,3
1971,Qtr 1,March,31,31/03/1971,California,Boeing,Boeing B 720,Ontario California,Airlines Western,5,5,0,5
1953,Qtr 2,April,20,20/04/1953,California,Douglas,Douglas DC 6BN91303,San Francisco Bay California,Airlines Western,10,8,0,8
1934,Qtr 3,July,9,09/07/1934,California,Lockheed,Lockheed VegaNC32E,San Bernardino California,Services Air United,4,3,0,3
1934,Qtr 2,June,23,23/06/1934,California,Lockheed,Lockheed OrionXA BEJ,Burbank California,Service Air Centrales Aerevias,1,1,0,1
1970,Qtr 2,May,4,04/05/1970,California,Convair,Convair CV 24052,Hamilton AFB California,Force Air U.S. - Military,14,13,0,13
1977,Qtr 3,August,1,01/08/1977,California,Bell,Bell 206B JetRangerN4TV,Encino California,Angeles Los KNBC Private,2,2,0,2
1938,Qtr 1,February,2,02/02/1938,California,Consolidated,Consolidated PBY 2 / Consolidated PBY,Off San Clemente Island California,Navy U.S. - Military / Navy U.S. - Military,14,11,0,11
1953,Qtr 1,March,20,20/03/1953,California,Douglas,Douglas DC 4  (C,Alvarado California,Lines Air Transocean,35,35,0,35
1972,Qtr 3,July,5,05/07/1972,California,Boeing,Boeing 737 200,San Francisco California,Airlines Southwest Pacific,86,3,0,3
1972,Qtr 3,September,24,24/09/1972,California,F,F  86 SabrejetN275X,Sacramento California,Private,1,0,22,22
1976,Qtr 1,February,8,08/02/1976,California,Douglas,Douglas DC 6N901MA,Van Nuys California,Airlines Mercer,6,3,0,3
1938,Qtr 1,March,1,01/03/1938,California,Douglas,Douglas DC 2,Near Wawona Cailifornia,Air Western and Continental Trans,9,9,0,9
1971,Qtr 2,June,28,28/06/1971,California,Douglas,Douglas DC 3N90627,Garberville California,Park Sea Cove Shelter,24,17,0,17
1977,Qtr 1,January,6,06/01/1977,California,Gates,Gates Learjet 24BN12MK,Near Palm Springs California,Charter Avia Jet,4,4,0,4
1973,Qtr 2,April,12,12/04/1973,California,Lockheed,Lockheed P 3C / Convair CV,Moffett AFB California,NASA / Navy U.S. - Military,17,16,0,16
1929,Qtr 1,March,30,30/03/1929,California,Fokker,Fokker F VIIANC7888,Near Beaumont California,Airlines Standard New,4,4,0,4
1971,Qtr 3,July,30,30/07/1971,California,Boeing,Boeing B 747,San Francisco California,Airways World American Pan,218,0,0,0
1955,Qtr 4,November,30,30/11/1955,California,Boeing,Boeing RB 52B52,Near Ballico California,Force Air U.S. - Military,10,10,0,10
1969,Qtr 1,January,13,13/01/1969,California,McDonnell,McDonnell Douglas DC 8,Off Los Angeles California,(SAS) Airlines Scandinavian,45,15,0,15
1992,Qtr 2,April,22,22/04/1992,California,de Havilland,de Havilland Canada DHC 6 Twin Otter 200N141PV,Perris Valley California,Aviation Valley Perris,22,16,0,16
1969,Qtr 1,February,18,18/02/1969,California,Douglas,Douglas DC 3N15570,Near Lone Pine California,Airlines County Mineral,35,35,0,35
1969,Qtr 1,January,18,18/01/1969,California,Boeing,Boeing B 727,Off Los Angeles California,Lines Air United,38,38,0,38
1938,Qtr 2,May,16,16/05/1938,California,Lockheed,Lockheed 14 H2 Super ElectraNC17394,Near Saugus California,Airlines Orient Northwest,9,9,0,9
1978,Qtr 1,February,28,28/02/1978,California,Aero,Aero Commander 500AN6143X,Solvang California,Air Security,7,7,0,7
1978,Qtr 1,March,22,22/03/1978,California,Cessna,Cessna T207AN7354U,Near Riverside California,Air Havasu Lake,6,6,0,6
1935,Qtr 1,February,12,12/02/1935,California,Goodyear,Goodyear  Zeppelin U.S.S. Macon (airship)ZRS,Off Point Sur Californiia,Navy US - Military,83,2,0,2
1968,Qtr 4,November,23,23/11/1968,California,de Havilland,de Havilland Canada DHC 6 Twin Otter 200N7666,Santa Ana California,Commuter Cable,9,9,0,9
1968,Qtr 4,November,22,22/11/1968,California,McDonnell,McDonnell Douglas DC 8,Off San Francisco California,Lines Air Japan,107,0,0,0
1990,Qtr 3,September,24,24/09/1990,California,Cessna,Cessna 501 CitationN79DD,San Luis Obispo California,Helicopters Hi,4,4,0,4
1949,Qtr 3,July,12,12/07/1949,California,Curtiss,Curtiss C 46E,Chatsworth California,Airlines Standard,48,35,0,35
1948,Qtr 1,January,28,28/01/1948,California,Douglas,Douglas DC 3 (C,Diablo Mts. California,Carriers Transport Airline,32,32,0,32
1946,Qtr 4,December,24,24/12/1946,California,Douglas,Douglas DC 3 ( C,Near San Diego California,Airlines Western,12,12,0,12
1973,Qtr 3,August,28,28/08/1973,California,Boeing,Boeing B 707,Thirty-five miles west of Los Angeles California,Airlines World Trans,149,1,0,1
1955,Qtr 3,September,8,08/09/1955,California,Douglas,Douglas DC 3N74663,Burbank California,Transport Air Currey,33,2,1,3
1932,Qtr 1,March,19,19/03/1932,California,Fokker,Fokker F 10ANC652E,Calimesa California,Airways American,7,7,0,7
1974,Qtr 1,March,13,13/03/1974,California,Convair,Convair CV 440N4819C,Bishop California,Airlines Pacific Sierra,36,36,0,36
1954,Qtr 1,January,13,13/01/1954,California,F,F  88 Sabre Jet,Signal Hill California,Force Air U.S. - Military,1,1,6,7
1940,Qtr 2,June,2,02/06/1940,California,Douglas,Douglas DC 5,El Segundo California,Company Aircraft Douglas,5,5,0,5
2013,Qtr 3,July,6,06/07/2013,California,Boeing,Boeing B 777,San Francisco California,Airlines Asiana,307,3,0,3
1945,Qtr 1,January,10,10/01/1945,California,Douglas,Douglas DC 3NC25684,Burbank California,Airlines American,24,24,0,24
1950,Qtr 3,August,5,05/08/1950,California,Boeing,Boeing B 29MR46,Near Fairfield California,Force Air U.S. - Military,20,12,7,19
1985,Qtr 3,August,27,27/08/1985,California,Boeing,Boeing KC 135A59,Beale AFB California,Force Air U.S. - Military,7,7,0,7
1964,Qtr 4,October,27,27/10/1964,California,Douglas,Douglas A 3D Skywarrior,El Centro California,Navy US - Military,3,3,6,9
